Bafta TV Awards: Richard Ayoade to host socially-distanced delayed ceremony,"This year's Bafta Television Awards will be broadcast from behind closed doors after being delayed because of the coronavirus pandemic.The honours are normally handed out at a glittering ceremony attended by the country's biggest TV stars.But this year, Richard Ayoade will host from a closed studio and winners will give acceptance speeches virtually.The event had been due to take place on 17 May, but will now happen on 31 July. It will be broadcast on BBC One.The nominations will be announced next Thursday, and the qualification dates for those programmes has remained the same. In a statement, actor, presenter and writer Ayoade joked: ""I am as surprised as you are that this is still going ahead.""Bafta's Craft Awards, meanwhile, which celebrate behind-the-scenes achievements, will now be streamed on 17 July, hosted by fellow comic actor Stephen Mangan.While many of this year's major film and TV awards - including the Oscars, Bafta Film Awards and National Television Awards - took place before the virus began to wreak havoc around the globe.But some others have since taken place behind closed doors.  In March, Fleabag won two prizes at an adapted Royal Television Society Programme Awards, while Dara O'Briain hosted the Bafta Games Awards from home in April.Bafta chief executive Amanda Berry said they were ""proud"" to be able to deliver two more awards shows ""during this difficult time"".""We want to celebrate and reward the talented individuals who make up the television industry, both behind and in front of the camera, many of whom have continued to entertain and inform the nation in recent weeks,"" she said.Elsewhere, it was decided this week that the Turner Prize, the most high-profile award in British art, will not be given out this year because of the upheaval caused by the coronavirus.",29 May 2020,entertainment
Bafta TV Awards: Richard Ayoade to host socially-distanced delayed ceremony,"This year's Bafta Television Awards will be broadcast from behind closed doors after being delayed because of the coronavirus pandemic.The honours are normally handed out at a glittering ceremony attended by the country's biggest TV stars.But this year, Richard Ayoade will host from a closed studio and winners will give acceptance speeches virtually.The event had been due to take place on 17 May, but will now happen on 31 July. It will be broadcast on BBC One.The nominations will be announced next Thursday, and the qualification dates for those programmes has remained the same. In a statement, actor, presenter and writer Ayoade joked: ""I am as surprised as you are that this is still going ahead.""Bafta's Craft Awards, meanwhile, which celebrate behind-the-scenes achievements, will now be streamed on 17 July, hosted by fellow comic actor Stephen Mangan.While many of this year's major film and TV awards - including the Oscars, Bafta Film Awards and National Television Awards - took place before the virus began to wreak havoc around the globe.But some others have since taken place behind closed doors.  In March, Fleabag won two prizes at an adapted Royal Television Society Programme Awards, while Dara O'Briain hosted the Bafta Games Awards from home in April.Bafta chief executive Amanda Berry said they were ""proud"" to be able to deliver two more awards shows ""during this difficult time"".""We want to celebrate and reward the talented individuals who make up the television industry, both behind and in front of the camera, many of whom have continued to entertain and inform the nation in recent weeks,"" she said.Elsewhere, it was decided this week that the Turner Prize, the most high-profile award in British art, will not be given out this year because of the upheaval caused by the coronavirus.",29 May 2020,entertainment
Bafta TV Awards: Richard Ayoade to host socially-distanced delayed ceremony,"This year's Bafta Television Awards will be broadcast from behind closed doors after being delayed because of the coronavirus pandemic.The honours are normally handed out at a glittering ceremony attended by the country's biggest TV stars.But this year, Richard Ayoade will host from a closed studio and winners will give acceptance speeches virtually.The event had been due to take place on 17 May, but will now happen on 31 July. It will be broadcast on BBC One.The nominations will be announced next Thursday, and the qualification dates for those programmes has remained the same. In a statement, actor, presenter and writer Ayoade joked: ""I am as surprised as you are that this is still going ahead.""Bafta's Craft Awards, meanwhile, which celebrate behind-the-scenes achievements, will now be streamed on 17 July, hosted by fellow comic actor Stephen Mangan.While many of this year's major film and TV awards - including the Oscars, Bafta Film Awards and National Television Awards - took place before the virus began to wreak havoc around the globe.But some others have since taken place behind closed doors.  In March, Fleabag won two prizes at an adapted Royal Television Society Programme Awards, while Dara O'Briain hosted the Bafta Games Awards from home in April.Bafta chief executive Amanda Berry said they were ""proud"" to be able to deliver two more awards shows ""during this difficult time"".""We want to celebrate and reward the talented individuals who make up the television industry, both behind and in front of the camera, many of whom have continued to entertain and inform the nation in recent weeks,"" she said.Elsewhere, it was decided this week that the Turner Prize, the most high-profile award in British art, will not be given out this year because of the upheaval caused by the coronavirus.",29 May 2020,entertainment
Stars back John Boyega after Black Lives Matter protest,"Stars including JK Rowling and Jordan Peele have praised John Boyega for his emotional speech at a Black Lives Matter protest in London on Wednesday.""Black lives have always mattered,"" said the Star Wars actor. ""We have always been important. We have always succeeded regardless.""He paid tribute to African-American George Floyd, who died in police custody on 25 May - but said his comments could damage his career.Instead, Hollywood offered its support.""We got you, John,"" said Peele, the Oscar-winning director of Get Out.""Happy to work with you any time, John,"" said Harry Potter author JK Rowling, whose third Fantastic Beasts film is currently in pre-production. She tweeted applause emojis in response to his speech.Boyega, who was born in London to parents of Nigerian descent, observed: ""I don't know if I'm going to have a career after this."" Film maker Matthew A Cherry, who won an Oscar this year for animated short film Hair Love - about an African-American father styling his daughter's hair for the first time, added his support.A tearful Boyega, who starred as Finn in the latest Star Wars trilogy, made his comments while addressing demonstrators in London's Hyde Park.""I'm speaking to you from my heart,"" said the 28-year-old through a megaphone.""Today is about innocent people who were halfway through their process,"" he continued""We don't know what George Floyd could have achieved, we don't know what Sandra Bland could have achieved, but today we're going to make sure that won't be an alien thought to our young ones.""Black lives have always mattered, we have always been important, we have always meant something and we have always succeeded, regardless.""And now is the time, and I ain't waiting.""Booksmart actress and filmmaker Olivia Wilde was among the first to reply to Boyega's speech, saying: ""Absolutely. I would be honoured to work with John Boyega and can only hope to have the chance. We've got your back, John. Don't hold back.""Boyega's Star Wars co-star Mark Hamill, who plays Luke Skywalker, tweeted his praise, saying: ""Never been more proud of you, John,"" signing his message ""dad.""The official Star Wars account added that the series and its producers Lucasfilm ""stands with John Boyega and his message that now is the time. Black lives have always mattered"".""The evil that is racism must stop. We will commit to being part of the change that is long overdue in the world. John Boyega, you are our hero.""Mr Floyd died in Minneapolis last week after a police officer knelt on his neck for almost nine minutes. Derek Chauvin has been charged with second-degree murder, while three other officers face charges of aiding and abetting murder.The death has caused protests and sporadic rioting in America, along with global mass demonstrations.The London protestors later moved from Hyde Park to Parliament Square and Downing Street to make their voices heard.Writer and producer Jack Thorne, whose credits include the stage play Harry Potter and the Cursed Child, also voiced his support. ""I have worked with John Boyega and would cut my hand off to work with him again,"" he said, describing Boyega as ""a magnificent talent"".""Yo John Boyega,"" posted writer and producer Tracy Y Oliver, ""just say the word. Lucky and grateful to have you act in anything I'm working on"". Oliver co-wrote films including 2017's Girls Trip, which starred Regina Hall, Queen Latifah, Tiffany Haddish, and Jada Pinkett Smith.Actress Yvette Nicole Brown, who starred in US TV series Community and also had a cameo role in Avengers: Endgame,  said: ""Dear John Boyega, I see you and I love you. Thank you for loving us.""""And know this, being on the right side of history is better than any paycheck complicit silence would provide,"" she added.""I stand with you. We stand with you.""",4 June 2020,entertainment
What journalist-haters get wrong,"Across the world today, journalists are under sustained attack.We know a lot more about it, as we know about the death of George Floyd, because of smartphones. When I say attack, I don't mean the broad ways in which their trade has been undermined, or their daily lives made more difficult, for example by the digital destruction of many traditional business models. When I say attack, I mean punched, beaten, bloodied and killed. For doing their job.Jamal Khashoggi is one of the most high-profile victims of recent years, murdered and mutilated for having the temerity to point out, on more than one occasion, that the House of Saud has not been a historic champion of universal human rights.Further back, but still very much within living memory, Anna Politkovskaya was killed for daring to get close to the truth about the modern Russian state, not least its activities in Chechnya.Just this week, we have seen a grim escalation, as protests and riots in response to Floyd's killing tear at the fabric of America. The attacks on journalists have been led by the US President, who has regularly cast them as ""enemy of the people"".On Saturday night, police in Minneapolis shot rubber bullets at two members of a Reuters crew in Minneapolis. Cameraman Julio-Cesar Chavez said: ""A police officer that I'm filming turns around and points his rubber-bullet rifle straight at me.""Radio reporter Adolfo Guzman-Lopez took a rubber bullet to his throat.Yesterday, live on Australian television, a cameraman was punched near the White House.  Footage from a different angle clearly shows he displayed no aggression toward the police officer who used the edge of a police shield to hit the cameraman's stomach before punching the lens.A few days ago, my very distinguished colleague Pete Murtaugh was charged at by police officers, not far from the White House. The BBC's Paul Danahar, who runs the BBC News' bureaux across the Americas, was right to say that Peter was ""clearly identifiable as a member of the media"". The camera is always a giveaway, you see.Danahar went on: ""The team had been following all directions from the police as they covered the protests in front of the White House. The assault took place even before the curfew had been imposed, and happened without warning or provocation.""It must be exceptionally tough for police officers trying to uphold law and order. That said, in each of the cases I have mentioned, the journalist was probably identifiable as a member of the media.And as for Pete Murtaugh, you've never heard of him, have you? Well, here's your moment. He's a father of three, universally adored in the BBC's Washington bureau, and widely regarded as one of the outstanding news cameramen of his generation. He lives just outside the city, and is an exceptionally kind and smart bloke.    A few years ago, when I door-stepped Rupert Murdoch outside his office in New York, a lot of people got in touch to say well done (often from within his company, as it happens). But the credit wasn't mine. It was almost all Pete's. I had been looking the other way, facing the camera, when eagle-eyed Pete looked in the distance and saw him coming out of the office. He shouted, ""It's Murdoch!"". For some reason, despite being in New York specifically to cover a story about Rupert Murdoch, something about Pete's accent, and my misspent youth, made me think, 'Why has he suddenly brought up the A Team?'. But that's a story for another day.Between them, Pete and my magnificent producer colleague Elizabeth Needham-Bennett, got us in position to ask the questions.       I had the easiest job of the lot, saying mere words. Look at the clip of that moment: you can clearly see Pete's reflection in Murdoch's car window. My job was to articulate a few sentences. Pete's job was infinitely harder: running with a very heavy camera on his shoulder; adjusting the focus and light exposure; and constantly and instantly responding to my movements and that of Murdoch's driver and security personnel - while keeping the shot tight.Most people could ask Rupert Murdoch some questions on a Manhattan Street. How many could do what Pete Murtaugh did that day, let alone as well as he did? One in 10,000?It's a skill, and that's why we call it a trade, and camera men and women are as much part of the trade as reporters are. In fact, to my mind, they're more important. If you're lucky in news broadcasting, you get to work in teams of three: reporter, producer, camera operator. The reporter is the one who often gets the credit, and is always the best paid. But if the reporter wasn't there, and the camera operator was, you'd still have pictures for the news. Whereas if the camera man or woman wasn't there, you'd have nothing. The single biggest and most frequent mistake made by those currently attacking journalists as enemies of the people is the tendency to react emotionally to some provocation by a high-profile journalist by impugning the whole trade. It's as if, in the minds of these journalist-haters, one famous anchor is by default an ambassador for the millions of people who work in the trade around the world. This is how fame distorts. It gives a false picture to many people of what - and, crucially, who - constitutes journalism. Naturally, President Trump isn't representative of public opinion, but you can see him make this conflation often. When he didn't like a line of questioning by CNN's Jim Acosta, he would attack him - and then by extension CNN.When he didn't like a line of questioning by NBC's Peter Alexander, he didn't just attack Alexander, but NBC and Comcast, which owns it.You see this in many of the attacks against the BBC. Of course, a huge number of criticisms of the BBC are entirely valid and necessary. Moreover, modern media has countless failings, many of them accentuated in recent years by social media. That's why the media these days is so often the story itself.But the species of criticism which begins from disapproval of what one well-paid, high-profile figure says on a particular occasion, to eviscerate the whole organisation, as if that one person represents more than 20,000 others, is sloppy.Journalism, as I have said elsewhere, is a noble trade whose higher callings are to inform the citizenry, apply scrutiny to power, and enlighten a culture, by spreading ideas and ideals. Cameramen and women, and producers and sub-editors and fact-checkers, all contribute to this effort. Most of them are not famous. In fact, most people in journalism - though obviously not all - are decent, civilised, public-spirited people who enjoy elegant sentences, could get paid better elsewhere, and are in it more to scratch an itch for information than adulation.They are local reporters knocking on doors to make sure silenced voices are heard, or sitting in tedious council meetings to ensure bureaucrats don't get away with deceit, or fixing interviews with people who want to contribute to a phone-in. In their small way, all these courses of human action fortify the collective effort of the trade.What, after all, are camera operators who chronicle the unrest in America today doing, if not informing the citizenry, and so helping to apply scrutiny to power? The work is vital, the danger growing; and the reward often smaller than you think, financially at least. They also, I can report, have a preference not to be targeted by democratically elected leaders - or punched in the face. Is that too much to ask?If you're interested in issues such as these, please follow me on Twitter or Facebook; and also please subscribe to The Media Show podcast from Radio 4. ",4 June 2020,entertainment
EastEnders: BBC One soap will run out of new episodes on 16 June,"The last new episode of EastEnders will be broadcast on Tuesday 16 June, the BBC has confirmed.The soap has not filmed any new episodes since March amid the coronavirus pandemic.BBC One has been broadcasting fewer weekly episodes since then, in an attempt to make the stock of existing footage last as long as possible.But from 22 June, the channel will broadcast a new programme in its place, celebrating the soap's history.Secrets From The Square will see Stacey Dooley sit down with two cast members every Monday to reflect on their time on the show.The programme will also tease what's to come when EastEnders returns and take viewers behind the scenes of the soap.Letitia Dean, Tameka Empson, Danny Dyer, Adam Woodyatt, Diane Parish and Kellie Bright will be among the actors sharing their memories of working on EastEnders.Dooley, a documentary maker and former winner of Strictly Come Dancing, said she was ""delighted"" to be hosting the series. ""I grew up watching EastEnders, so walking on to Albert Square was a surreal experience, as well as taking a trip down memory lane. She added: ""Interviewing some of the legends of Walford has been great, I've loved every minute.""The BBC said social distancing guidelines will be strictly adhered to on the programme.In addition to Secrets From The Square airing on Mondays, classic episodes of EastEnders will be broadcast every Tuesday.The BBC said the old episodes being repeated will include ""the classic two-hander between Den and Angie, Sharongate and the explosive reveal of Max and Stacey's affair"".EastEnders will begin filming new episodes again at the end of June.",4 June 2020,entertainment
Bafta TV Awards: Richard Ayoade to host socially-distanced delayed ceremony,"This year's Bafta Television Awards will be broadcast from behind closed doors after being delayed because of the coronavirus pandemic.The honours are normally handed out at a glittering ceremony attended by the country's biggest TV stars.But this year, Richard Ayoade will host from a closed studio and winners will give acceptance speeches virtually.The event had been due to take place on 17 May, but will now happen on 31 July. It will be broadcast on BBC One.The nominations will be announced next Thursday, and the qualification dates for those programmes has remained the same. In a statement, actor, presenter and writer Ayoade joked: ""I am as surprised as you are that this is still going ahead.""Bafta's Craft Awards, meanwhile, which celebrate behind-the-scenes achievements, will now be streamed on 17 July, hosted by fellow comic actor Stephen Mangan.While many of this year's major film and TV awards - including the Oscars, Bafta Film Awards and National Television Awards - took place before the virus began to wreak havoc around the globe.But some others have since taken place behind closed doors.  In March, Fleabag won two prizes at an adapted Royal Television Society Programme Awards, while Dara O'Briain hosted the Bafta Games Awards from home in April.Bafta chief executive Amanda Berry said they were ""proud"" to be able to deliver two more awards shows ""during this difficult time"".""We want to celebrate and reward the talented individuals who make up the television industry, both behind and in front of the camera, many of whom have continued to entertain and inform the nation in recent weeks,"" she said.Elsewhere, it was decided this week that the Turner Prize, the most high-profile award in British art, will not be given out this year because of the upheaval caused by the coronavirus.",29 May 2020,entertainment
Bafta TV Awards: Richard Ayoade to host socially-distanced delayed ceremony,"This year's Bafta Television Awards will be broadcast from behind closed doors after being delayed because of the coronavirus pandemic.The honours are normally handed out at a glittering ceremony attended by the country's biggest TV stars.But this year, Richard Ayoade will host from a closed studio and winners will give acceptance speeches virtually.The event had been due to take place on 17 May, but will now happen on 31 July. It will be broadcast on BBC One.The nominations will be announced next Thursday, and the qualification dates for those programmes has remained the same. In a statement, actor, presenter and writer Ayoade joked: ""I am as surprised as you are that this is still going ahead.""Bafta's Craft Awards, meanwhile, which celebrate behind-the-scenes achievements, will now be streamed on 17 July, hosted by fellow comic actor Stephen Mangan.While many of this year's major film and TV awards - including the Oscars, Bafta Film Awards and National Television Awards - took place before the virus began to wreak havoc around the globe.But some others have since taken place behind closed doors.  In March, Fleabag won two prizes at an adapted Royal Television Society Programme Awards, while Dara O'Briain hosted the Bafta Games Awards from home in April.Bafta chief executive Amanda Berry said they were ""proud"" to be able to deliver two more awards shows ""during this difficult time"".""We want to celebrate and reward the talented individuals who make up the television industry, both behind and in front of the camera, many of whom have continued to entertain and inform the nation in recent weeks,"" she said.Elsewhere, it was decided this week that the Turner Prize, the most high-profile award in British art, will not be given out this year because of the upheaval caused by the coronavirus.",29 May 2020,entertainment
Stars back John Boyega after Black Lives Matter protest,"Stars including JK Rowling and Jordan Peele have praised John Boyega for his emotional speech at a Black Lives Matter protest in London on Wednesday.""Black lives have always mattered,"" said the Star Wars actor. ""We have always been important. We have always succeeded regardless.""He paid tribute to African-American George Floyd, who died in police custody on 25 May - but said his comments could damage his career.Instead, Hollywood offered its support.""We got you, John,"" said Peele, the Oscar-winning director of Get Out.""Happy to work with you any time, John,"" said Harry Potter author JK Rowling, whose third Fantastic Beasts film is currently in pre-production. She tweeted applause emojis in response to his speech.Boyega, who was born in London to parents of Nigerian descent, observed: ""I don't know if I'm going to have a career after this."" Film maker Matthew A Cherry, who won an Oscar this year for animated short film Hair Love - about an African-American father styling his daughter's hair for the first time, added his support.A tearful Boyega, who starred as Finn in the latest Star Wars trilogy, made his comments while addressing demonstrators in London's Hyde Park.""I'm speaking to you from my heart,"" said the 28-year-old through a megaphone.""Today is about innocent people who were halfway through their process,"" he continued""We don't know what George Floyd could have achieved, we don't know what Sandra Bland could have achieved, but today we're going to make sure that won't be an alien thought to our young ones.""Black lives have always mattered, we have always been important, we have always meant something and we have always succeeded, regardless.""And now is the time, and I ain't waiting.""Booksmart actress and filmmaker Olivia Wilde was among the first to reply to Boyega's speech, saying: ""Absolutely. I would be honoured to work with John Boyega and can only hope to have the chance. We've got your back, John. Don't hold back.""Boyega's Star Wars co-star Mark Hamill, who plays Luke Skywalker, tweeted his praise, saying: ""Never been more proud of you, John,"" signing his message ""dad.""The official Star Wars account added that the series and its producers Lucasfilm ""stands with John Boyega and his message that now is the time. Black lives have always mattered"".""The evil that is racism must stop. We will commit to being part of the change that is long overdue in the world. John Boyega, you are our hero.""Mr Floyd died in Minneapolis last week after a police officer knelt on his neck for almost nine minutes. Derek Chauvin has been charged with second-degree murder, while three other officers face charges of aiding and abetting murder.The death has caused protests and sporadic rioting in America, along with global mass demonstrations.The London protestors later moved from Hyde Park to Parliament Square and Downing Street to make their voices heard.Writer and producer Jack Thorne, whose credits include the stage play Harry Potter and the Cursed Child, also voiced his support. ""I have worked with John Boyega and would cut my hand off to work with him again,"" he said, describing Boyega as ""a magnificent talent"".""Yo John Boyega,"" posted writer and producer Tracy Y Oliver, ""just say the word. Lucky and grateful to have you act in anything I'm working on"". Oliver co-wrote films including 2017's Girls Trip, which starred Regina Hall, Queen Latifah, Tiffany Haddish, and Jada Pinkett Smith.Actress Yvette Nicole Brown, who starred in US TV series Community and also had a cameo role in Avengers: Endgame,  said: ""Dear John Boyega, I see you and I love you. Thank you for loving us.""""And know this, being on the right side of history is better than any paycheck complicit silence would provide,"" she added.""I stand with you. We stand with you.""",4 June 2020,entertainment
What journalist-haters get wrong,"Across the world today, journalists are under sustained attack.We know a lot more about it, as we know about the death of George Floyd, because of smartphones. When I say attack, I don't mean the broad ways in which their trade has been undermined, or their daily lives made more difficult, for example by the digital destruction of many traditional business models. When I say attack, I mean punched, beaten, bloodied and killed. For doing their job.Jamal Khashoggi is one of the most high-profile victims of recent years, murdered and mutilated for having the temerity to point out, on more than one occasion, that the House of Saud has not been a historic champion of universal human rights.Further back, but still very much within living memory, Anna Politkovskaya was killed for daring to get close to the truth about the modern Russian state, not least its activities in Chechnya.Just this week, we have seen a grim escalation, as protests and riots in response to Floyd's killing tear at the fabric of America. The attacks on journalists have been led by the US President, who has regularly cast them as ""enemy of the people"".On Saturday night, police in Minneapolis shot rubber bullets at two members of a Reuters crew in Minneapolis. Cameraman Julio-Cesar Chavez said: ""A police officer that I'm filming turns around and points his rubber-bullet rifle straight at me.""Radio reporter Adolfo Guzman-Lopez took a rubber bullet to his throat.Yesterday, live on Australian television, a cameraman was punched near the White House.  Footage from a different angle clearly shows he displayed no aggression toward the police officer who used the edge of a police shield to hit the cameraman's stomach before punching the lens.A few days ago, my very distinguished colleague Pete Murtaugh was charged at by police officers, not far from the White House. The BBC's Paul Danahar, who runs the BBC News' bureaux across the Americas, was right to say that Peter was ""clearly identifiable as a member of the media"". The camera is always a giveaway, you see.Danahar went on: ""The team had been following all directions from the police as they covered the protests in front of the White House. The assault took place even before the curfew had been imposed, and happened without warning or provocation.""It must be exceptionally tough for police officers trying to uphold law and order. That said, in each of the cases I have mentioned, the journalist was probably identifiable as a member of the media.And as for Pete Murtaugh, you've never heard of him, have you? Well, here's your moment. He's a father of three, universally adored in the BBC's Washington bureau, and widely regarded as one of the outstanding news cameramen of his generation. He lives just outside the city, and is an exceptionally kind and smart bloke.    A few years ago, when I door-stepped Rupert Murdoch outside his office in New York, a lot of people got in touch to say well done (often from within his company, as it happens). But the credit wasn't mine. It was almost all Pete's. I had been looking the other way, facing the camera, when eagle-eyed Pete looked in the distance and saw him coming out of the office. He shouted, ""It's Murdoch!"". For some reason, despite being in New York specifically to cover a story about Rupert Murdoch, something about Pete's accent, and my misspent youth, made me think, 'Why has he suddenly brought up the A Team?'. But that's a story for another day.Between them, Pete and my magnificent producer colleague Elizabeth Needham-Bennett, got us in position to ask the questions.       I had the easiest job of the lot, saying mere words. Look at the clip of that moment: you can clearly see Pete's reflection in Murdoch's car window. My job was to articulate a few sentences. Pete's job was infinitely harder: running with a very heavy camera on his shoulder; adjusting the focus and light exposure; and constantly and instantly responding to my movements and that of Murdoch's driver and security personnel - while keeping the shot tight.Most people could ask Rupert Murdoch some questions on a Manhattan Street. How many could do what Pete Murtaugh did that day, let alone as well as he did? One in 10,000?It's a skill, and that's why we call it a trade, and camera men and women are as much part of the trade as reporters are. In fact, to my mind, they're more important. If you're lucky in news broadcasting, you get to work in teams of three: reporter, producer, camera operator. The reporter is the one who often gets the credit, and is always the best paid. But if the reporter wasn't there, and the camera operator was, you'd still have pictures for the news. Whereas if the camera man or woman wasn't there, you'd have nothing. The single biggest and most frequent mistake made by those currently attacking journalists as enemies of the people is the tendency to react emotionally to some provocation by a high-profile journalist by impugning the whole trade. It's as if, in the minds of these journalist-haters, one famous anchor is by default an ambassador for the millions of people who work in the trade around the world. This is how fame distorts. It gives a false picture to many people of what - and, crucially, who - constitutes journalism. Naturally, President Trump isn't representative of public opinion, but you can see him make this conflation often. When he didn't like a line of questioning by CNN's Jim Acosta, he would attack him - and then by extension CNN.When he didn't like a line of questioning by NBC's Peter Alexander, he didn't just attack Alexander, but NBC and Comcast, which owns it.You see this in many of the attacks against the BBC. Of course, a huge number of criticisms of the BBC are entirely valid and necessary. Moreover, modern media has countless failings, many of them accentuated in recent years by social media. That's why the media these days is so often the story itself.But the species of criticism which begins from disapproval of what one well-paid, high-profile figure says on a particular occasion, to eviscerate the whole organisation, as if that one person represents more than 20,000 others, is sloppy.Journalism, as I have said elsewhere, is a noble trade whose higher callings are to inform the citizenry, apply scrutiny to power, and enlighten a culture, by spreading ideas and ideals. Cameramen and women, and producers and sub-editors and fact-checkers, all contribute to this effort. Most of them are not famous. In fact, most people in journalism - though obviously not all - are decent, civilised, public-spirited people who enjoy elegant sentences, could get paid better elsewhere, and are in it more to scratch an itch for information than adulation.They are local reporters knocking on doors to make sure silenced voices are heard, or sitting in tedious council meetings to ensure bureaucrats don't get away with deceit, or fixing interviews with people who want to contribute to a phone-in. In their small way, all these courses of human action fortify the collective effort of the trade.What, after all, are camera operators who chronicle the unrest in America today doing, if not informing the citizenry, and so helping to apply scrutiny to power? The work is vital, the danger growing; and the reward often smaller than you think, financially at least. They also, I can report, have a preference not to be targeted by democratically elected leaders - or punched in the face. Is that too much to ask?If you're interested in issues such as these, please follow me on Twitter or Facebook; and also please subscribe to The Media Show podcast from Radio 4. ",4 June 2020,entertainment
